,agency_code,school,zip_code,year,2019_med_hh_inc,int_pubsr,int_privsr,int_commcoll,int_privjr,int_trdbusnrs,int_other,int_totalsecondary,AP_pass_pct,AP_part_pct,CTE_cred_pct,CTE_enroll_pct,enroll_All,enroll_AmericanIndian,enroll_Asian,enroll_Black,enroll_Disadvantaged,enroll_EnglishLearners,enroll_Female,enroll_Hispanic,enroll_Male,enroll_Twoormore,enroll_PacificIslander,enroll_Disabilities,enroll_White,secondary_counselors
119,600693,,,2014,,20.0,8.0,95.0,,,9.0,132.0,0.35,0.16,,,0.5639097744,,0.0676691729,0.1428571429,0.2255639098,,0.3609022556,0.1353383459,0.2030075188,,,,0.1954887218,
120,600694,,,2014,,69.0,9.0,27.0,,2.5,12.0,118.0,0.23,0.17,,,0.7226890756,,0.0672268908,0.2352941177,0.2352941177,,0.2941176471,0.0504201681,0.4285714286,,,,0.3277310924,
121,600695,,,2014,,21.0,8.0,41.0,,2.5,20.0,93.0,0.14,0.19,,,0.5483870968,,,0.247311828,0.4086021505,,0.311827957,0.2150537634,0.2365591398,,,,0.0537634409,
122,600696,,,2014,,27.0,12.0,27.0,,2.5,19.0,88.0,0.12,0.11,,,0.5681818182,,,0.4659090909,0.2613636364,,0.3068181818,0.0568181818,0.2613636364,,,,,
123,600697,,,2014,,40.0,2.5,46.0,,,5.0,92.0,0.23,0.12,,,0.6956521739,,0.0543478261,0.3695652174,0.2934782609,,0.4891304348,0.097826087,0.2065217391,0.0652173913,,,0.1086956522,
124,,,,2014,,3320.0,825.0,3107.0,35.0,117.0,1233.0,8637.0,,,,,,,,,,,,,,,,,,
125,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,
126,600302,Ardrey Kell High School,28277,2015,109251.0,371.0,91.0,137.0,2.5,2.5,19.0,620.0,0.81,0.43,,,0.8672,,0.1296,0.1232,0.0912,,0.4656,,0.4016,,,,0.5456,
127,600312,William Amos Hough High,28031,2015,91151.0,288.0,54.0,155.0,2.5,2.5,56.0,558.0,0.63,0.34,,,0.8152753108,,,0.0781527531,0.1030195382,,0.4191829485,,0.3960923623,,,,0.6678507993,
128,600334,Cato Middle College High School,28215,2015,50704.0,48.0,9.0,11.0,,,2.5,72.0,0.52,0.52,,,0.9027777778,,,0.4861111111,0.3055555556,,0.5,0.0833333333,0.4027777778,,,,0.3055555556,
129,600341,,,2015,,5.0,5.0,19.0,,,11.0,40.0,0.09,0.14,,,0.55,,,0.375,,0.075,0.3,0.15,0.25,,,0.1,,
130,600361,Butler High School,28105,2015,117852.0,193.0,35.0,159.0,2.5,6.0,50.0,444.0,0.67,0.23,,,0.6644295302,,,0.192393736,0.2192393736,,0.3422818792,0.0760626398,0.322147651,,,,0.3266219239,
131,600364,Military and Global Leadership,28205,2015,50200.0,13.0,2.5,14.0,,2.5,2.5,30.0,0.07,0.5,,,0.7333333333,,0.0666666667,0.5666666667,,,0.2666666667,0.0666666667,0.4666666667,,,,,
132,600377,East Mecklenburg High School,28212,2015,46688.0,146.0,39.0,150.0,,2.5,33.0,370.0,0.39,0.11,,,0.6421052632,,0.0736842105,0.2684210526,0.302631579,,0.3736842105,0.0789473684,0.2684210526,,,,0.1947368421,
133,600386,Hawthorne Academy of Health Sciences,28205,2015,50200.0,,,29.0,,,6.0,35.0,,,,,0.2,,,0.1428571429,,,0.1428571429,0.0571428571,0.0571428571,,,,,
134,600397,Garinger High School,28205,2015,50200.0,58.0,13.0,176.0,2.5,2.5,63.0,315.0,0.11,,,,0.3375,,,0.215625,,0.053125,0.146875,0.059375,0.190625,,,,,
135,600405,Harding University High School,28208,2015,42570.0,107.0,21.0,115.0,2.5,11.0,64.0,319.0,0.07,,,,0.4099378882,,,0.3229813665,,,0.2608695652,0.0621118012,0.149068323,,,,,
136,600415,Hopewell High School,28078,2015,82225.0,143.0,29.0,175.0,2.5,9.0,45.0,402.0,0.26,0.24,,,0.5960591133,,,0.2586206897,0.1896551724,,0.3177339902,0.0665024631,0.2783251232,,,,0.2339901478,
137,600426,Independence High School,28227,2015,43990.0,151.0,26.0,235.0,2.5,13.0,69.0,498.0,0.54,0.13,,,0.592,,,0.184,0.24,,0.314,0.096,0.278,,,,0.266,
138,600439,,,2015,,,,,,,2.5,2.5,,,,,,,,,,,,,,,,,,
139,600443,Levine Middle College High Sch,28105,2015,117852.0,25.0,6.0,6.0,,,2.5,39.0,0.62,0.57,,,0.8205128205,,0.1025641026,0.2307692308,0.2820512821,,0.5128205128,0.1282051282,0.3076923077,0.0512820513,,,0.3076923077,
140,600445,Mallard Creek High School,28269,2015,60423.0,200.0,47.0,222.0,2.5,10.0,71.0,551.0,0.43,0.2,,,0.6213768116,,,0.3623188406,0.2445652174,,0.3297101449,,0.2916666667,,,,0.1539855073,
141,600457,Rocky River High School,28227,2015,43990.0,94.0,21.0,150.0,6.0,7.0,156.0,434.0,0.41,0.09,,,0.5662100457,,,0.3835616438,0.3333333333,,0.2899543379,0.0753424658,0.2762557078,,,,0.0547945206,
142,600461,,,2015,,,,2.5,,,2.5,7.0,,,,,0.2857142857,,,0.1428571429,,,0.1428571429,,0.1428571429,0.1428571429,,0.2857142857,,
143,600466,Myers Park High School,28209,2015,99628.0,299.0,112.0,119.0,2.5,,121.0,652.0,0.49,0.3,,,0.7224736048,,,0.1266968326,0.1463046757,,0.3861236802,,0.3363499246,,,,0.5007541478,
144,600480,North Mecklenburg High School,28078,2015,82225.0,133.0,33.0,162.0,2.5,2.5,51.0,382.0,0.23,0.14,,,0.6041666667,,,0.3541666667,0.2942708333,,0.34375,,0.2604166667,,,,0.1640625,
145,600482,,,2015,,58.0,17.0,30.0,,2.5,13.0,119.0,0.43,0.3,,,0.8319327731,,,0.3949579832,0.3277310924,,0.5798319328,,0.2521008403,,,0.0756302521,0.3697478992,
146,600496,Phillip O Berry Academy of Technology,28208,2015,42570.0,163.0,33.0,77.0,5.0,2.5,41.0,321.0,0.14,0.33,,,0.7360248447,,,0.5776397516,0.4316770186,,0.3260869565,0.099378882,0.4099378882,,,,,
147,600498,Performance Learning Center,28262,2015,,10.0,2.5,53.0,2.5,5.0,23.0,97.0,0.24,0.23,,,0.3917525773,,,0.1855670103,0.206185567,,0.2474226804,,0.1443298969,,,,0.1443298969,
148,600508,Providence High School,28270,2015,82270.0,269.0,79.0,90.0,2.5,,16.0,455.0,0.84,0.31,,,0.899122807,,0.0811403509,0.0701754386,0.076754386,,0.5043859649,0.0504385965,0.3947368421,,,,0.6666666667,
149,600535,South Mecklenburg High School,28210,2015,87928.0,207.0,51.0,283.0,8.0,7.0,55.0,611.0,0.6,0.3,,,0.6802610114,,,0.1615008157,0.2153344209,,0.3866231648,0.1353996737,0.2936378467,,,,0.3197389886,
150,600576,West Charlotte High School,28216,2015,64442.0,59.0,40.0,164.0,2.5,,66.0,332.0,,,,,0.4328358209,,,0.376119403,,,0.2895522388,,0.1432835821,,,,,
151,600579,West Mecklenburg High School,28214,2015,65706.0,111.0,31.0,177.0,,6.0,83.0,408.0,,0.12,,,0.4240196078,,,0.2892156863,,,0.2205882353,0.056372549,0.2034313726,,,,,
152,600592,Julius L. Chambers High School,28262,2015,,100.0,12.0,180.0,,2.5,77.0,372.0,0.06,0.11,,,0.472,,,0.3466666667,,,0.2746666667,0.088,0.1973333333,,,,,
153,600693,,,2015,,27.0,12.0,52.0,,6.0,12.0,109.0,0.3,0.16,,,0.6071428571,,,0.1875,0.25,,0.4285714286,0.125,0.1785714286,,,0.0892857143,0.2410714286,
154,600694,,,2015,,92.0,5.0,22.0,,,6.0,125.0,0.22,0.21,,,0.576,,,0.184,0.208,,0.24,0.096,0.336,,,,0.2,
155,600696,,,2015,,53.0,2.5,82.0,2.5,,18.0,158.0,0.13,0.16,,,0.4620253165,,,0.3291139241,0.2405063291,,0.246835443,0.082278481,0.2151898734,,,,,
156,600697,,,2015,,32.0,2.5,71.0,,,14.0,120.0,0.21,0.18,,,0.5289256198,,0.0826446281,0.2892561984,0.2727272727,,0.3636363636,0.0661157025,0.1652892562,,,,0.0826446281,
157,,,,2015,,3455.0,833.0,3319.0,40.0,99.0,1251.0,8997.0,,,,,,,,,,,,,,,,,,
158,600302,Ardrey Kell High School,28277,2016,109251.0,384.0,91.0,138.0,2.5,,15.0,629.0,0.83,0.47,,,,,,,,,,,,,,,,206.23
159,600312,William Amos Hough High,28031,2016,91151.0,259.0,67.0,191.0,2.5,2.5,45.0,567.0,0.66,0.31,,,,,,,,,,,,,,,,206.23
160,600334,Cato Middle College High School,28215,2016,50704.0,24.0,12.0,6.0,,,2.5,46.0,0.42,0.44,,,,,,,,,,,,,,,,206.23
161,600341,,,2016,,13.0,2.5,20.0,,,2.5,39.0,,0.09,,,,,,,,,,,,,,,,206.23
162,600361,Butler High School,28105,2016,117852.0,142.0,53.0,201.0,2.5,2.5,57.0,460.0,0.67,0.19,,,,,,,,,,,,,,,,206.23
163,600364,Military and Global Leadership,28205,2016,50200.0,12.0,2.5,15.0,,2.5,2.5,34.0,0.11,0.48,,,,,,,,,,,,,,,,206.23
164,600377,East Mecklenburg High School,28212,2016,46688.0,136.0,37.0,135.0,2.5,5.0,32.0,347.0,0.49,0.09,,,,,,,,,,,,,,,,206.23
165,600386,Hawthorne Academy of Health Sciences,28205,2016,50200.0,5.0,,12.0,,,,17.0,0.18,0.28,,,,,,,,,,,,,,,,206.23
166,600397,Garinger High School,28205,2016,50200.0,52.0,18.0,152.0,2.5,,110.0,334.0,0.11,0.06,,,,,,,,,,,,,,,,206.23
167,600405,Harding University High School,28208,2016,42570.0,52.0,17.0,100.0,2.5,2.5,105.0,280.0,0.07,,,,,,,,,,,,,,,,,206.23
168,600415,Hopewell High School,28078,2016,82225.0,135.0,26.0,179.0,2.5,7.0,52.0,402.0,0.37,0.21,,,,,,,,,,,,,,,,206.23
169,600426,Independence High School,28227,2016,43990.0,215.0,29.0,199.0,,10.0,83.0,536.0,0.53,0.11,,,,,,,,,,,,,,,,206.23
170,600443,Levine Middle College High Sch,28105,2016,117852.0,30.0,6.0,2.5,,2.5,5.0,44.0,0.56,0.35,,,,,,,,,,,,,,,,206.23
171,600445,Mallard Creek High School,28269,2016,60423.0,229.0,69.0,227.0,5.0,2.5,66.0,600.0,0.41,0.2,,,,,,,,,,,,,,,,206.23
172,600457,Rocky River High School,28227,2016,43990.0,86.0,33.0,173.0,5.0,6.0,57.0,360.0,0.29,0.11,,,,,,,,,,,,,,,,206.23
173,600461,,,2016,,,,,,,2.5,2.5,,,,,,,,,,,,,,,,,,206.23
174,600466,Myers Park High School,28209,2016,99628.0,333.0,80.0,119.0,,,86.0,618.0,0.53,0.27,,,,,,,,,,,,,,,,206.23
175,600480,North Mecklenburg High School,28078,2016,82225.0,125.0,53.0,161.0,2.5,7.0,71.0,420.0,0.25,0.13,,,,,,,,,,,,,,,,206.23
176,600482,,,2016,,45.0,28.0,30.0,,2.5,13.0,117.0,0.43,0.31,,,,,,,,,,,,,,,,206.23
177,600496,Phillip O Berry Academy of Technology,28208,2016,42570.0,251.0,33.0,96.0,2.5,5.0,21.0,409.0,0.15,0.36,,,,,,,,,,,,,,,,206.23
178,600498,Performance Learning Center,28262,2016,,2.5,5.0,43.0,,,13.0,65.0,0.31,0.14,,,,,,,,,,,,,,,,206.23
179,600508,Providence High School,28270,2016,82270.0,266.0,60.0,89.0,,,27.0,442.0,0.82,0.36,,,,,,,,,,,,,,,,206.23
180,600535,South Mecklenburg High School,28210,2016,87928.0,254.0,78.0,250.0,6.0,5.0,86.0,679.0,0.62,0.32,,,,,,,,,,,,,,,,206.23
181,600576,West Charlotte High School,28216,2016,64442.0,153.0,9.0,120.0,2.5,,53.0,337.0,,0.06,,,,,,,,,,,,,,,,206.23
182,600579,West Mecklenburg High School,28214,2016,65706.0,113.0,14.0,177.0,,,122.0,426.0,0.08,0.1,,,,,,,,,,,,,,,,206.23
183,600592,Julius L. Chambers High School,28262,2016,,124.0,5.0,174.0,,17.0,53.0,373.0,0.08,0.1,,,,,,,,,,,,,,,,206.23
184,600693,,,2016,,29.0,12.0,46.0,2.5,2.5,27.0,117.0,0.34,0.14,,,,,,,,,,,,,,,,206.23
185,600694,,,2016,,93.0,10.0,28.0,,,2.5,133.0,0.27,0.26,,,,,,,,,,,,,,,,206.23
186,600696,,,2016,,36.0,8.0,79.0,2.5,2.5,30.0,156.0,0.12,0.09,,,,,,,,,,,,,,,,206.23
187,600697,,,2016,,49.0,10.0,42.0,2.5,2.5,24.0,129.0,0.31,0.14,,,,,,,,,,,,,,,,206.23
188,,,,2016,,3649.0,869.0,3204.0,46.0,83.0,1269.0,9120.0,,,,,,,,,,,,,,,,,,206.23
189,,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,206.23
190,600302,Ardrey Kell High School,28277,2017,109251.0,416.0,92.0,90.0,2.5,2.5,37.0,638.0,0.79,0.51,,,0.8584758943,,0.1275272162,0.1166407465,0.066874028,,0.433903577,0.0575427683,0.4245723173,,,,0.5443234837,225.25
191,600312,William Amos Hough High,28031,2017,91151.0,305.0,55.0,152.0,,,50.0,562.0,0.61,0.36,,,0.7824561404,,,0.0719298246,0.0964912281,,0.401754386,,0.3807017544,,,,0.6280701754,225.25
192,600334,Cato Middle College High School,28215,2017,50704.0,56.0,6.0,17.0,,,13.0,92.0,0.45,0.33,,,0.6956521739,,0.1086956522,0.2826086957,0.2173913044,,0.347826087,0.1304347826,0.347826087,,,,0.1413043478,225.25
193,600341,,,2017,,10.0,,8.0,,,5.0,23.0,0.47,,,,0.4347826087,,,0.1304347826,,,0.2608695652,0.2608695652,0.1739130435,,,,,225.25
194,600361,Butler High School,28105,2017,117852.0,176.0,44.0,201.0,,9.0,54.0,484.0,0.66,0.22,,,0.6356275304,,,0.2004048583,0.2206477733,,0.3340080972,0.0870445344,0.3016194332,,,,0.2854251012,225.25
195,600364,Military and Global Leadership,28205,2017,50200.0,6.0,2.5,19.0,,,,28.0,,0.43,,,0.8275862069,,,0.3103448276,,,0.3448275862,0.3103448276,0.4827586207,0.1379310345,,,,225.25
196,600377,East Mecklenburg High School,28212,2017,46688.0,166.0,35.0,109.0,2.5,2.5,25.0,337.0,0.48,0.1,,,0.6889534884,,0.0697674419,0.2790697674,0.3226744186,,0.3837209302,0.0872093023,0.3052325581,,,,0.2034883721,225.25
197,600386,Hawthorne Academy of Health Sciences,28205,2017,50200.0,14.0,,2.5,,,,15.0,0.27,0.36,,,0.7333333333,,,0.4,0.5333333333,,0.4666666667,0.2666666667,0.2666666667,,,,0.0666666667,225.25
198,600397,Garinger High School,28205,2017,50200.0,63.0,38.0,176.0,2.5,13.0,85.0,377.0,0.09,0.08,,,0.3762886598,,,0.2242268041,,,0.2216494845,0.1134020619,0.1546391753,,,,,225.25
199,600404,Harper Middle College High,28273,2017,67621.0,5.0,2.5,2.5,,,,7.0,0.71,0.23,,,0.95,,,0.1428571429,0.1428571429,,0.5714285714,0.1428571429,0.4285714286,,,,0.7142857143,225.25
200,600405,Harding University High School,28208,2017,42570.0,73.0,19.0,86.0,,2.5,143.0,324.0,,,,,0.3558282209,,,0.2423312883,,,0.2423312883,0.0766871166,0.1134969325,,,,,225.25
201,600415,Hopewell High School,28078,2017,82225.0,154.0,13.0,132.0,2.5,2.5,60.0,362.0,0.34,0.2,,,0.5479452055,,,0.2712328767,0.197260274,,0.304109589,0.0575342466,0.2438356164,,,,0.1835616438,225.25
202,600426,Independence High School,28227,2017,43990.0,244.0,31.0,162.0,2.5,2.5,108.0,548.0,0.49,0.12,,,0.4821428571,,,0.1660714286,0.1839285714,,0.2642857143,0.0767857143,0.2178571429,,,,0.1857142857,225.25
203,600443,Levine Middle College High Sch,28105,2017,117852.0,54.0,5.0,13.0,,2.5,8.0,82.0,0.63,0.28,,,0.756097561,,0.0609756098,0.1585365854,0.1341463415,,0.4756097561,0.0853658537,0.2804878049,,,,0.4146341463,225.25
204,600445,Mallard Creek High School,28269,2017,60423.0,247.0,35.0,216.0,2.5,2.5,81.0,581.0,0.4,0.19,,,0.6037414966,,,0.3673469388,0.2244897959,,0.3197278912,0.0578231293,0.2840136054,,,,0.1156462585,225.25
205,600457,Rocky River High School,28227,2017,43990.0,107.0,29.0,169.0,5.0,8.0,45.0,363.0,0.14,0.08,,,0.5081081081,,,0.3405405405,0.2972972973,,0.2918918919,0.0810810811,0.2162162162,,,,,225.25
206,600466,Myers Park High School,28209,2017,99628.0,339.0,102.0,82.0,2.5,2.5,136.0,662.0,0.53,0.27,,,0.7338345865,,,0.1142857143,0.1142857143,,0.3879699248,,0.3458646617,,,,0.5383458647,225.25
207,600480,North Mecklenburg High School,28078,2017,82225.0,138.0,49.0,95.0,2.5,10.0,116.0,411.0,0.27,0.12,,,0.5555555556,,,0.3115942029,0.2608695652,,0.3502415459,0.0628019324,0.2053140097,,,,0.1207729469,225.25
208,600482,,,2017,,57.0,32.0,36.0,,,11.0,136.0,0.61,0.3,,,0.8455882353,,,0.3161764706,0.2058823529,,0.625,,0.2205882353,,,,0.4117647059,225.25
209,600496,Phillip O Berry Academy of Technology,28208,2017,42570.0,224.0,15.0,92.0,2.5,2.5,20.0,356.0,0.19,0.35,,,0.652892562,,,0.5316804408,0.3829201102,,0.3719008265,0.0550964187,0.2809917355,,,,,225.25
210,600498,Performance Learning Center,28262,2017,,12.0,5.0,15.0,,2.5,9.0,42.0,,,,,0.5238095238,,,0.3333333333,0.1666666667,,0.380952381,,0.1428571429,,,0.0714285714,0.1190476191,225.25
211,600499,Charlotte-Mecklenburg Virtual High,28216,2017,64442.0,2.5,,41.0,,,2.5,46.0,0.29,0.11,,,0.4130434783,,,0.1304347826,0.0869565217,,0.2608695652,,0.152173913,,,,0.2826086957,225.25
212,600508,Providence High School,28270,2017,82270.0,281.0,67.0,77.0,2.5,,19.0,445.0,0.82,0.36,,,0.8647450111,,0.1019955654,0.0643015521,,,0.4390243902,,0.4257206208,,,,0.645232816,225.25
213,600535,South Mecklenburg High School,28210,2017,87928.0,230.0,78.0,243.0,2.5,2.5,83.0,638.0,0.57,0.32,,,0.6386292835,,,0.1682242991,0.214953271,,0.3613707165,0.1214953271,0.277258567,,,,0.292834891,225.25
214,600576,West Charlotte High School,28216,2017,64442.0,139.0,9.0,148.0,,2.5,42.0,339.0,,0.06,,,0.3567251462,,,0.3128654971,,,0.2426900585,,0.1140350877,,,,,225.25
215,600579,West Mecklenburg High School,28214,2017,65706.0,135.0,10.0,140.0,,,112.0,397.0,0.09,0.1,,,0.3747016706,,,0.2482100239,,,0.23150358,0.062052506,0.1431980907,,,,,225.25
216,600592,Julius L. Chambers High School,28262,2017,,160.0,10.0,176.0,,,68.0,414.0,0.07,0.09,,,0.376498801,,,0.2565947242,,,0.206235012,0.0743405276,0.170263789,,,,,225.25
217,600693,,,2017,,36.0,16.0,61.0,2.5,2.5,13.0,130.0,0.29,0.18,,,0.6015037594,,0.0676691729,0.2180451128,0.2330827068,,0.4586466165,0.1428571429,0.1428571429,,,,0.1729323308,225.25
218,600694,,,2017,,88.0,10.0,37.0,,,11.0,146.0,0.37,0.21,,,0.6575342466,,0.0753424658,0.2671232877,0.2123287671,,0.2602739726,0.0684931507,0.397260274,,,,0.2260273973,225.25
219,600695,,,2017,,25.0,,17.0,,,11.0,53.0,0.08,0.06,,,0.4528301887,,0.0566037736,0.1698113208,0.1886792453,,0.1509433962,0.1132075472,0.3018867925,,,,0.1132075472,225.25
220,600696,,,2017,,21.0,9.0,52.0,2.5,2.5,45.0,130.0,0.23,0.08,,,0.3923076923,,,0.2538461539,0.2538461539,,0.2230769231,0.1,0.1692307692,,,,,225.25
221,600697,,,2017,,53.0,9.0,46.0,2.5,,16.0,125.0,0.2,0.22,,,0.536,,0.096,0.272,0.28,,0.304,0.08,0.232,,,,0.064,225.25
222,600302,Ardrey Kell High School,28277,2018,109251.0,457.0,85.0,107.0,2.5,2.5,15.0,668.0,0.82,0.53,29.0,65.95,,,0.9426229508,0.7666666667,0.6037735849,0.5263157895,0.9078212291,0.6949152542,0.8396226415,0.9333333333,,0.5294117647,0.9051282051,225.25
223,600312,William Amos Hough High,28031,2018,91151.0,345.0,66.0,163.0,2.5,2.5,50.0,627.0,0.66,0.37,23.0,61.68,,,0.6842105263,0.6129032258,0.5882352941,,0.8112094395,0.5490196078,0.7205387205,0.7333333333,,0.5365853659,0.818556701,225.25
224,600334,Cato Middle College High School,28215,2018,50704.0,66.0,17.0,10.0,,2.5,14.0,110.0,0.37,0.28,,,,,,0.6612903226,0.71875,,0.7162162162,,0.6388888889,,,,0.7692307692,225.25
225,600341,,,2018,,2.5,2.5,10.0,,,13.0,30.0,0.41,,,,,,,,,,,,,,,,,225.25
226,600361,Butler High School,28105,2018,117852.0,158.0,35.0,226.0,2.5,7.0,45.0,473.0,0.69,0.23,0.0,67.67,,,0.7692307692,0.5359477124,0.4472049689,,0.6178861789,0.3736263736,0.5541125541,0.5217391304,,0.3111111111,0.7158469945,225.25
227,600364,Military and Global Leadership,28205,2018,50200.0,2.5,2.5,2.5,,,2.5,9.0,,0.24,54.0,69.62,,,,,,,,,,,,,,225.25
228,600377,East Mecklenburg High School,28212,2018,46688.0,150.0,31.0,135.0,,2.5,38.0,358.0,0.52,0.11,12.0,61.99,,,0.7631578947,0.4705882353,0.5538461538,0.4705882353,0.5789473684,0.5595238095,0.5397727273,0.75,,,0.6081081081,225.25
229,600386,Hawthorne Academy of Health Sciences,28205,2018,50200.0,17.0,,9.0,,,,26.0,0.17,0.33,15.0,97.93,,,,0.7222222222,,,0.6842105263,,,,,,,225.25
230,600397,Garinger High School,28205,2018,50200.0,66.0,18.0,221.0,,5.0,68.0,378.0,0.09,0.07,4.0,51.65,,,0.2857142857,0.3072289157,,0.1919191919,0.2311557789,0.2134146341,0.3005464481,,,,,225.25
231,600404,Harper Middle College High,28273,2018,67621.0,34.0,10.0,9.0,,,7.0,60.0,0.42,0.1,,,,,,0.9473684211,0.8461538462,,0.84375,,0.75,,,,0.6842105263,225.25
232,600405,Harding University High School,28208,2018,42570.0,64.0,24.0,128.0,,,78.0,294.0,,,8.0,60.63,,,,0.3351648352,,,0.2580645161,,0.2573529412,,,,,225.25
233,600415,Hopewell High School,28078,2018,82225.0,104.0,20.0,159.0,2.5,2.5,65.0,353.0,0.41,0.17,10.0,69.81,,,,0.3966480447,0.3607594937,,0.50625,0.2291666667,0.4072164948,,,,0.6095238095,225.25
234,600426,Independence High School,28227,2018,43990.0,208.0,19.0,237.0,2.5,2.5,100.0,569.0,0.5,0.16,22.0,61.7,,,0.55,0.3863636364,0.3581081081,0.2388059701,0.4563106796,0.2732919255,0.4111111111,0.7647058824,,0.2352941176,0.5714285714,225.25
235,600443,Levine Middle College High Sch,28105,2018,117852.0,76.0,12.0,20.0,,,10.0,118.0,0.68,0.29,,,,,,0.8461538462,0.7272727273,,0.8076923077,0.5882352941,0.8,,,,0.8208955224,225.25
236,600445,Mallard Creek High School,28269,2018,60423.0,292.0,33.0,256.0,2.5,2.5,80.0,667.0,0.44,0.2,18.0,59.85,,,0.7631578947,0.5753715499,0.5692883895,,0.6620498615,0.42,0.5015772871,0.5925925926,,0.306122449,0.6703296703,225.25
237,600457,Rocky River High School,28227,2018,43990.0,104.0,23.0,140.0,2.5,2.5,69.0,342.0,0.13,0.08,,,,,,0.5,0.4541284404,,0.5423728814,0.308411215,0.3468208092,,,,,225.25
238,600461,,,2018,,,,2.5,,,,2.5,,,5.0,27.54,,,,,,,,,,,,,,225.25
239,600466,Myers Park High School,28209,2018,99628.0,345.0,113.0,126.0,2.5,2.5,111.0,700.0,0.56,0.26,2.0,55.95,,,0.8181818182,0.4858757062,0.4352941176,,0.7645502646,0.390625,0.664652568,,,0.3043478261,0.8634259259,225.25
240,600480,North Mecklenburg High School,28078,2018,82225.0,179.0,49.0,148.0,2.5,6.0,58.0,443.0,0.38,0.1,2.0,61.23,,,0.95,0.6076388889,0.5924170616,,0.6506024096,0.4363636364,0.5773195876,,,,0.7375,225.25
241,600482,,,2018,,39.0,31.0,42.0,2.5,2.5,6.0,121.0,0.63,0.28,,,,,,0.7692307692,0.6666666667,,0.7752808989,,0.6875,,,,0.7647058824,225.25
242,600490,Olympic High School,28273,2018,67621.0,,,2.5,,,2.5,5.0,,,,,,,,,,,,,,,,,,225.25
243,600496,Phillip O Berry Academy of Technology,28208,2018,42570.0,239.0,22.0,93.0,,2.5,21.0,377.0,0.22,0.28,33.0,89.19,,,0.75,0.6716981132,0.6045454545,,0.6616161616,0.5,0.5944444444,,,,,225.25
244,600498,Performance Learning Center,28262,2018,,6.0,2.5,16.0,,2.5,2.5,33.0,,,2.0,78.75,,,,0.4583333333,,,,,,,,,,225.25
245,600499,Charlotte-Mecklenburg Virtual High,28216,2018,64442.0,31.0,,55.0,,,2.5,87.0,0.4,0.13,8.0,33.33,,,,,,,0.4423076923,,0.3714285714,,,,0.4705882353,225.25
246,600508,Providence High School,28270,2018,82270.0,277.0,79.0,107.0,2.5,2.5,30.0,496.0,0.8,0.36,5.0,61.43,,,0.9444444444,0.8085106383,0.641509434,,0.9157088123,0.6,0.8067226891,,,0.6571428571,0.8898305085,225.25
247,600535,South Mecklenburg High School,28210,2018,87928.0,276.0,94.0,242.0,,9.0,89.0,710.0,0.57,0.33,7.0,56.1,,,0.8888888889,0.5789473684,0.5340909091,0.2807017544,0.6927374302,0.4646464646,0.5823863636,0.7916666667,,0.4,0.7714285714,225.25
248,600567,Char Eng Early College-UNCC,28262,2018,,5.0,2.5,2.5,,,2.5,15.0,,,,,,,,,,,,,,,,,,225.25
249,600576,West Charlotte High School,28216,2018,64442.0,139.0,10.0,144.0,2.5,,24.0,318.0,,0.06,45.0,62.32,,,,0.3396946565,,,0.3575757576,,0.2715231788,,,,,225.25
250,600579,West Mecklenburg High School,28214,2018,65706.0,89.0,10.0,180.0,,2.5,108.0,388.0,0.15,0.09,8.0,73.07,,,,0.3023255814,,,0.3512195122,0.2857142857,0.2417582418,,,,,225.25
251,600592,Julius L. Chambers High School,28262,2018,,71.0,37.0,224.0,2.5,2.5,40.0,377.0,0.15,0.07,12.0,59.32,,,,0.5107296137,,,0.455026455,0.2068965517,0.3608247423,,,,,225.25
252,600594,Merancas Middle College-CPCC,28078,2018,82225.0,2.5,,,,,,2.5,0.53,0.45,,,,,,,,,,,,,,,,225.25
253,600693,,,2018,,33.0,9.0,69.0,2.5,,12.0,125.0,0.33,0.17,7.0,56.65,,,,,,,,,,,,,,225.25
254,600697,,,2018,,33.0,16.0,70.0,2.5,2.5,20.0,142.0,0.16,0.23,,,,,,,,,,,,,,,,225.25
255,,,,2018,,4038.0,900.0,3449.0,35.0,72.0,1250.0,9744.0,,,,,,,,,,,,,,,,,,225.25
256,,,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,225.25
257,600302,Ardrey Kell High School,28277,2019,109251.0,506.0,105.0,159.0,2.5,2.5,30.0,804.0,0.8127853881,0.51688,,68.3,,,0.74,0.7065217391,0.5161290323,0.44,0.7962962963,0.5,0.7435897436,0.8181818182,,0.5581395349,0.8235294118,225.25
258,600312,William Amos Hough High,28031,2019,91151.0,329.0,68.0,173.0,2.5,2.5,62.0,635.0,0.6906019007,0.37825,,59.09,,,0.7222222222,0.5972222222,0.4415584416,,0.7574850299,0.4918032787,0.6339869281,,,0.3902439024,0.7473460722,225.25
259,600334,Cato Middle College High School,28215,2019,50704.0,77.0,7.0,10.0,,2.5,10.0,105.0,0.5272727273,0.21239,,22.12,,,,0.72,0.72,,0.5974025974,,0.6071428571,,,,0.4782608696,225.25
260,600341,,,2019,,2.5,5.0,25.0,,2.5,12.0,46.0,,,,63.75,,,,0.4166666667,,,0.4166666667,,,,,,,225.25
